chr1	9813	11493
chr1	14146	14449
chr1	27990	30141
chr1	34825	35048
chr1	89125	89410
chr1	91307	91514
chr1	96328	97270
chr1	104893	105061
chr1	107477	107702
chr1	121297	121464
chr1	124013	124317
chr1	127695	128036
chr1	140216	140469
chr1	228538	228838
chr1	235579	237902
chr1	242666	243694
chr1	251218	251392
chr1	320275	320506
chr1	323694	323921
chr1	335305	335644
chr1	338961	339325
chr1	369392	369693
chr1	376595	376868
chr1	383555	383721
chr1	411589	412581
chr1	421148	421247
chr1	436783	436879
chr1	441569	442521
chr1	450297	450529
chr1	461806	462067
chr1	463085	463901
chr1	469808	471100
chr1	521417	521748
chr1	540435	541328
chr1	546849	547790
chr1	564490	570278
chr1	577889	578856
chr1	584300	584436
chr1	605977	606137
chr1	612789	613247
chr1	620046	620306
chr1	650387	650764
chr1	654041	654379
chr1	665680	665953
chr1	672546	672751
chr1	675940	676155
chr1	713011	715877
chr1	724041	727157
chr1	739539	740904
chr1	750108	750397
chr1	752123	754484
chr1	761227	764109
chr1	785850	785998
chr1	793357	794368
chr1	800809	802338
chr1	805046	805575
chr1	825000	826031
chr1	833863	834389
chr1	839451	842382
chr1	858856	860667
chr1	871429	871741
chr1	873548	873761
chr1	875226	877992
chr1	879932	880413
chr1	893543	897004
chr1	901507	902946
chr1	911272	912040
chr1	919587	919933
chr1	926933	928443
chr1	934318	937650
chr1	940598	940752
chr1	948199	951802
chr1	954576	957079
chr1	966223	969823
chr1	974026	976478
chr1	985988	986478
chr1	994217	995572
chr1	997721	1000180
chr1	1003790	1005994
chr1	1014752	1015963
chr1	1034737	1035278
chr1	1050265	1052434
chr1	1057421	1058145
chr1	1062547	1062841
chr1	1072021	1073430
chr1	1079423	1080092
chr1	1081618	1081957
chr1	1092880	1094319
chr1	1098404	1101309
chr1	1105015	1107670
chr1	1111167	1111879
chr1	1135990	1137215
chr1	1141165	1144112
chr1	1147626	1150982
chr1	1165941	1168592
chr1	1173001	1173979
chr1	1184653	1186701
chr1	1195530	1196151
chr1	1200284	1200587
chr1	1206607	1210216
chr1	1217342	1217509
chr1	1223892	1224041
chr1	1225642	1225795
chr1	1227300	1227489
chr1	1234232	1234776
chr1	1240060	1245059
chr1	1258877	1261431
chr1	1268188	1268431
chr1	1283056	1285384
chr1	1288223	1288632
chr1	1290888	1291080
chr1	1292231	1294696
chr1	1307280	1307694
chr1	1309279	1311944
chr1	1317786	1318051
chr1	1329568	1329834
chr1	1333328	1336293
chr1	1337461	1337638
chr1	1341462	1344076
chr1	1352776	1356873
chr1	1361687	1363277
chr1	1365881	1366160
chr1	1369108	1372069
chr1	1373420	1373761
chr1	1376286	1376629
chr1	1397555	1398460
chr1	1406021	1408701
chr1	1410220	1410545
chr1	1440135	1441589
chr1	1446370	1448993
chr1	1474679	1476309
chr1	1508681	1511174
chr1	1530017	1530879
chr1	1532492	1533282
chr1	1534762	1536049
chr1	1537624	1538579
chr1	1542471	1542780
chr1	1549514	1552385
chr1	1564244	1566601
chr1	1580517	1580886
chr1	1589017	1591585
chr1	1606770	1610598
chr1	1612393	1612710
chr1	1620093	1620323
chr1	1622455	1625474
chr1	1631131	1631915
chr1	1643574	1644106
chr1	1654366	1656772
chr1	1660055	1660417
chr1	1669553	1671091
chr1	1675747	1678646
chr1	1684859	1685039
chr1	1707033	1712141
chr1	1713920	1714469
chr1	1720613	1720740
chr1	1729490	1729748
chr1	1730893	1732010
chr1	1759452	1761309
chr1	1765364	1766261
chr1	1772622	1774526
chr1	1779262	1780351
chr1	1788822	1789099
chr1	1792329	1792643
chr1	1795860	1797053
chr1	1800987	1801237
chr1	1813293	1813503
chr1	1820221	1823666
chr1	1835495	1835804
chr1	1837725	1837990
chr1	1839474	1841433
chr1	1849855	1851532
chr1	1869201	1869634
chr1	1875554	1875858
chr1	1878011	1878270
chr1	1891585	1891748
chr1	1976008	1976695
chr1	1977989	1978211
chr1	1981023	1982850
chr1	2005048	2005508
chr1	2023172	2023336
chr1	2031906	2032193
chr1	2036206	2036627
chr1	2043646	2044471
chr1	2053334	2054419
chr1	2058044	2058965
chr1	2064117	2065491
chr1	2071278	2071656
chr1	2105846	2106383
chr1	2110847	2111144
chr1	2120615	2121923
chr1	2125266	2127033
chr1	2130432	2131652
chr1	2135824	2137521
chr1	2144013	2144726
chr1	2158296	2162936
chr1	2165508	2166237
chr1	2174853	2175144
chr1	2177576	2178233
chr1	2179974	2180277
chr1	2186374	2187818
chr1	2201780	2202150
chr1	2206338	2206896
chr1	2216348	2216735
chr1	2221133	2223008
chr1	2231353	2233363
chr1	2245619	2247210
chr1	2253494	2253729
chr1	2313218	2314274
chr1	2318948	2319734
chr1	2321907	2324560
chr1	2343149	2348089
chr1	2370629	2372028
chr1	2383693	2383828
chr1	2398815	2399664
chr1	2427572	2428368
chr1	2456314	2458730
chr1	2460494	2462341
chr1	2466162	2467221
chr1	2472449	2472636
chr1	2477342	2481654
chr1	2486437	2489506
chr1	2499293	2500303
chr1	2507674	2510257
chr1	2516364	2519207
chr1	2528485	2528721
chr1	2548048	2548277
chr1	2568283	2568578
chr1	2573176	2575033
chr1	2583667	2585728
chr1	2622677	2622799
chr1	2627242	2627483
chr1	2628889	2629389
chr1	2632064	2632319
chr1	2633397	2633671
chr1	2687466	2687667
chr1	2688701	2691401
chr1	2703239	2703481
chr1	2778745	2779322
chr1	2782778	2783172
chr1	2799568	2800053
chr1	2837955	2838696
chr1	2879118	2879718
chr1	2884784	2885354
chr1	2929121	2929322
chr1	2982816	2982977
chr1	2985338	2987003
chr1	3002365	3002939
chr1	3019234	3019543
chr1	3031920	3032191
chr1	3073565	3073874
chr1	3082003	3082246
chr1	3097660	3097993
chr1	3107273	3107770
chr1	3168181	3168725
chr1	3186253	3186627
chr1	3200665	3200822
chr1	3223736	3224184
chr1	3229768	3229998
chr1	3236600	3237554
chr1	3239680	3240146
chr1	3269625	3269926
chr1	3278296	3278601
chr1	3297187	3297480
chr1	3320385	3320758
chr1	3326790	3326976
chr1	3338590	3338841
chr1	3341313	3341572
chr1	3369785	3371978
chr1	3390151	3390513
chr1	3393875	3393901
chr1	3396773	3397028
chr1	3400501	3400649
chr1	3407809	3408291
chr1	3418572	3418933
chr1	3421443	3421745
chr1	3447007	3447883
chr1	3459620	3460004
chr1	3481836	3482112
chr1	3489733	3490204
chr1	3499856	3500443
chr1	3514096	3514972
chr1	3527690	3528635
chr1	3530543	3530863
chr1	3535628	3535968
chr1	3537694	3538006
chr1	3540416	3542575
chr1	3555290	3555576
chr1	3565811	3569760
chr1	3572745	3573924
chr1	3580539	3584306
chr1	3585320	3585686
chr1	3589487	3591960
chr1	3593147	3595175
chr1	3604576	3605242
chr1	3612262	3612446
chr1	3634857	3635765
chr1	3641020	3641342
chr1	3663034	3664773
chr1	3688225	3689954
chr1	3692518	3692857
chr1	3702100	3702293
chr1	3703934	3704733
chr1	3711461	3713817
chr1	3716695	3718317
chr1	3720838	3721372
chr1	3728021	3728501
chr1	3737668	3738129
chr1	3772464	3774973
chr1	3807275	3807914
chr1	3809770	3810142
chr1	3815709	3818290
chr1	3827397	3827741
chr1	3838466	3839704
chr1	4059746	4059889
chr1	4067028	4068023
chr1	4087177	4088008
chr1	4155225	4155449
chr1	4204733	4204771
chr1	4322740	4323495
chr1	4327203	4328452
chr1	4333460	4334033
chr1	4362967	4363511
chr1	4369817	4371137
chr1	4404084	4404861
chr1	4550130	4550373
chr1	4712757	4713001
chr1	4715462	4715804
chr1	4771333	4771582
chr1	4855949	4857326
chr1	4886246	4886403
chr1	4999618	4999745
chr1	5004372	5004477
chr1	5203199	5203430
chr1	5394214	5394802
chr1	5569985	5570255
chr1	5574670	5574881
chr1	5681203	5681369
chr1	5697351	5697519
chr1	5728433	5728527
chr1	5732688	5732782
chr1	5735035	5735134
chr1	5793548	5793710
chr1	5805922	5806184
chr1	5940476	5940699
chr1	5953849	5953983
chr1	5964741	5965008
chr1	5975916	5976480
chr1	6009508	6009753
chr1	6014950	6015422
chr1	6019646	6020142
chr1	6030600	6031257
chr1	6035193	6035497
chr1	6051247	6055118
chr1	6062443	6062489
chr1	6067213	6067520
chr1	6082330	6082549
chr1	6085270	6088840
chr1	6097129	6097720
chr1	6112552	6113244
chr1	6187682	6187923
chr1	6205297	6205539
chr1	6208605	6209249
chr1	6217776	6218280
chr1	6239479	6241663
chr1	6242951	6243313
chr1	6257915	6260535
chr1	6265003	6267321
chr1	6268783	6269649
chr1	6272736	6273031
chr1	6280238	6280562
chr1	6291957	6292173
chr1	6294591	6296602
chr1	6305157	6307108
chr1	6309060	6309701
chr1	6319522	6321778
chr1	6330075	6331022
chr1	6336143	6336553
chr1	6340991	6341125
chr1	6350021	6351526
chr1	6359730	6359951
chr1	6360992	6361253
chr1	6403572	6404099
chr1	6408065	6408854
chr1	6418521	6421172
chr1	6423141	6423424
chr1	6438203	6438564
chr1	6445497	6446115
chr1	6452091	6454602
chr1	6464796	6465116
chr1	6472933	6473292
chr1	6474346	6475158
chr1	6479246	6480464
chr1	6483590	6485396
chr1	6488392	6488883
chr1	6498141	6501226
chr1	6505258	6505479
chr1	6507109	6509378
chr1	6515253	6515355
chr1	6520048	6521104
chr1	6524659	6524845
chr1	6535635	6535868
chr1	6543356	6543582
chr1	6544909	6545567
chr1	6546581	6546796
chr1	6549998	6551703
chr1	6556652	6558070
chr1	6583777	6583963
chr1	6613103	6615264
chr1	6621963	6622273
chr1	6637939	6638418
chr1	6639428	6642524
chr1	6655164	6655400
chr1	6659394	6663986
chr1	6669869	6670133
chr1	6672505	6675998
chr1	6684529	6686598
chr1	6694319	6695003
chr1	6702891	6703288
chr1	6706671	6706871
chr1	6746419	6746787
chr1	6750379	6750588
chr1	6760393	6762265
chr1	6780043	6780393
chr1	6787587	6787864
chr1	6802946	6804165
chr1	6805168	6805522
chr1	6826022	6826272
chr1	6830921	6831859
chr1	6837060	6837304
chr1	6839117	6839953
chr1	6843566	6846930
chr1	6854295	6854523
chr1	6860854	6860993
chr1	6862026	6862404
chr1	6865103	6866768
chr1	6879388	6881465
chr1	6882583	6883376
chr1	6892614	6893191
chr1	6914258	6914547
chr1	6919782	6923285
chr1	6928533	6929989
chr1	6931475	6931710
chr1	6941147	6941582
chr1	6944099	6945205
chr1	6948835	6950281
chr1	6966968	6967080
chr1	7021995	7023682
chr1	7043050	7043288
chr1	7102874	7103084
chr1	7130090	7130810
chr1	7135457	7135702
chr1	7168376	7168671
chr1	7177789	7178059
chr1	7187905	7188137
chr1	7268026	7268257
chr1	7278270	7278733
chr1	7325789	7326145
chr1	7341833	7342214
chr1	7358739	7359028
chr1	7374632	7375042
chr1	7382504	7382826
chr1	7394982	7395230
chr1	7462948	7463950
chr1	7514258	7514434
chr1	7529357	7529635
chr1	7531019	7531311
chr1	7539009	7539436
chr1	7584465	7584689
chr1	7586515	7586803
chr1	7599676	7599918
chr1	7609196	7609851
chr1	7634313	7634794
chr1	7637399	7637565
